customer_city,transaction_amount,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
almirante tamandare,35,83507.0,-25.316851361274026,-49.30459161975918,almirante tamandare,PR
tiete,35,18530.0,-23.112239657852275,-47.71121420729847,tiete,SP
rio do sul,35,89160.0,-27.20981137280685,-49.63292048422235,rio do sul,SC
osorio,35,95520.0,-29.887280851051504,-50.26939661479174,osorio,RS
mossoro,35,59600.0,-5.206258589915501,-37.35577140717104,mossoro,RN
campo bom,35,93700.0,-29.681001176488756,-51.07531051934418,campo bom,RS
sao sebastiao do paraiso,35,37950.0,-20.916423501961283,-46.993701179798975,sao sebastiao do paraiso,MG
alegrete,35,97541.0,-29.78530482202707,-55.79110885322128,alegrete,RS
adamantina,35,7097.0,-23.444346436580304,-46.53902959325411,adamantina,SP
itumbiara,35,75524.0,-18.434155471964782,-49.210318783564354,itumbiara,GO
jequie,34,45208.0,-13.860650975558046,-40.06849338679207,jequie,BA
santa fe do sul,34,15775.0,-20.212393090480735,-50.941471352999706,santa fe do sul,SP
santa cruz do rio pardo,34,18900.0,-22.883610865880744,-49.61785424118465,santa cruz do rio pardo,SP
sao joaquim da barra,34,14600.0,-20.581177442701478,-47.858931261277824,sao joaquim da barra,SP
japeri,34,26420.0,-22.681688374780883,-43.60313665784534,japeri,RJ
telemaco borba,34,84269.0,-24.333499556541103,-50.65588179341895,telemaco borba,PR
formosa,34,73802.0,-15.557216770385953,-47.34055093354615,formosa,GO
mariana,33,35420.0,-20.375271220093484,-43.41210118734492,mariana,MG
catalao,33,75704.0,-18.16619995176052,-47.93230379849372,catalao,GO
mococa,33,13738.0,-21.473396934171287,-47.00955329686342,mococa,SP
sobral,33,62040.0,-3.685944349572401,-40.34070459159922,sobral,CE
seropedica,33,23894.0,-22.746307968387804,-43.69473581382141,seropedica,RJ
camaragibe,33,54774.0,-8.026056451136848,-34.99557311814137,camaragibe,PE
luziania,33,72800.0,-16.255783825155966,-47.95518421677063,luziania,GO
taquaritinga,33,15900.0,-21.40988100649633,-48.49689418444743,taquaritinga,SP
cataguases,32,36772.0,-21.393999019279303,-42.69677541643672,cataguases,MG
monte alto,32,15910.0,-21.255170217894637,-48.48570186533153,monte alto,SP
formiga,32,35570.0,-20.474084262411907,-45.424321458052006,formiga,MG
capivari,32,13360.0,-23.0122137105142,-47.52203973160603,capivari,SP
arapongas,32,86701.0,-23.397298405970616,-51.44343683338199,arapongas,PR
montenegro,32,95780.0,-29.67034898140752,-51.46146829327502,montenegro,RS
santa rosa,32,98780.0,-36.6053744107061,-64.28394645581311,santa rosa,RS
sao lourenco,32,37470.0,-22.115837182600107,-45.05394876087182,sao lourenco,MG
ibiuna,31,18150.0,-23.655113618612447,-47.22029237277671,ibiuna,SP
maracanau,31,61925.0,-3.839632245534653,-38.59439688352401,maracanau,CE
guaiba,31,92500.0,-30.11082611949453,-51.36376683789562,guaiba,RS
promissao,31,16370.0,-21.533430937082915,-49.85453805246805,promissao,SP
navegantes,31,88372.0,-26.85907968190116,-48.63953562951828,navegantes,SC
juazeiro do norte,31,63024.0,-7.231786643248408,-39.3503237747785,juazeiro do norte,CE
imbituba,31,88780.0,-28.190231258277556,-48.66460352500113,imbituba,SC
congonhas,30,36415.0,-20.50410692238407,-43.858586415220174,congonhas,MG
cachoeira do sul,30,96503.0,-30.02360801408486,-52.91332609031451,cachoeira do sul,RS
cruz alta,30,98035.0,-28.64591621382899,-53.59514022698211,cruz alta,RS
cerquilho,30,18520.0,-23.17098515567461,-47.73847012348546,cerquilho,SP
garanhuns,30,55295.0,-8.886549427405042,-36.49571317874656,garanhuns,PE
tijucas,30,88200.0,-27.24191068154528,-48.61743425899997,tijucas,SC
marechal candido rondon,30,85960.0,-24.549059297396184,-54.05157641917936,marechal candido rondon,PR
santo antonio de padua,30,28470.0,-21.53063424894017,-42.19299779303212,santo antonio de padua,RJ
uniao da vitoria,29,84600.0,-26.226014834302923,-51.08796890764874,uniao da vitoria,PR
xanxere,29,89820.0,-26.87062454886829,-52.40448790429404,xanxere,SC
mirassol,29,15130.0,-20.806068345905757,-49.50314249273567,mirassol,SP
santo antonio de jesus,29,44570.0,-12.976625709087005,-39.26125341212673,santo antonio de jesus,BA
gaspar,29,89116.0,-26.924731602973864,-48.96055664215933,gaspar,SC
arapiraca,29,57307.0,-9.731185510005467,-36.67501045743488,arapiraca,AL
fazenda rio grande,29,83833.0,-25.635919522719284,-49.32299206659218,fazenda rio grande,PR
gramado,29,95670.0,-29.37923247792722,-50.88445107799066,gramado,RS
miguel pereira,28,26900.0,-22.44974379200504,-43.47433038872875,miguel pereira,RJ
armacao dos buzios,28,28950.0,-22.765556142540756,-41.89927673881432,armacao dos buzios,RJ
orlandia,28,14620.0,-20.71749602546334,-47.8769102907048,orlandia,SP
itabirito,28,35450.0,-20.25779584611288,-43.81183983084434,itabirito,MG
capao bonito,28,18300.0,-24.00773708883328,-48.35357381908226,capao bonito,SP
santa isabel,28,7500.0,-23.313367272379296,-46.23184349266853,santa isabel,SP
arraial do cabo,28,28930.0,-22.960371447400345,-42.025042964885486,arraial do cabo,RJ
piumhii,28,37925.0,-20.46806018730796,-45.963609292720754,piumhii,MG
alem paraiba,28,36660.0,-21.865605010277115,-42.70586701424656,alem paraiba,MG
primavera do leste,28,78850.0,-15.572155522371638,-54.305904302386686,primavera do leste,MT
jales,28,15707.0,-20.24226074796197,-50.5585532898521,jales,SP
barra bonita,28,17340.0,-22.486085526661206,-48.547449669138985,barra bonita,SP
trindade,28,56250.0,-7.756134708582977,-40.2708052522259,trindade,PE
ituverava,28,14500.0,-20.317321012349943,-47.78078066138952,ituverava,SP
teixeira de freitas,28,45985.0,-17.535750755701727,-39.74539586881596,teixeira de freitas,BA
itarare,28,18460.0,-24.11419116558057,-49.33254226756805,itarare,SP
itapolis,28,14900.0,-21.59119807780176,-48.81835065575072,itapolis,SP
camboriu,27,88348.0,-26.99799029848867,-48.65605531454657,camboriu,SC
farroupilha,27,95180.0,-29.20322965727452,-51.35111427008906,farroupilha,RS
diamantina,27,39100.0,-18.2339841777334,-43.59364621093363,diamantina,MG
dois vizinhos,27,85660.0,-25.74389872497068,-53.05434104666583,dois vizinhos,PR
canoinhas,27,89460.0,-26.16862248406491,-50.392861528512256,canoinhas,SC
matinhos,27,83260.0,-25.758995329617274,-48.508339282916765,matinhos,PR
parauapebas,27,68515.0,-6.0858180000000015,-49.89855149999999,parauapebas,PA
corumba,27,79332.0,-19.01253477537743,-57.65104755797853,corumba,MS
rio bonito,27,28800.0,-22.7072351350913,-42.62882877464098,rio bonito,RJ
dracena,27,17900.0,-21.4988715,-51.53786099999999,dracena,SP
batatais,27,14305.0,-20.88373048265745,-47.57430515205115,batatais,SP
garca,27,17400.0,-22.218988944556266,-49.64362334020589,garca,SP
caete,27,34800.0,-19.883520408537528,-43.66933297389486,caete,MG
cambe,27,86181.0,-23.28193402859364,-51.28510693242536,cambe,PR
viana,26,29135.0,-20.379643044537826,-40.453247414760014,viana,ES
venancio aires,26,95800.0,-29.616140787882497,-52.17587557262544,venancio aires,RS
santiago,26,97700.0,-29.189988823565876,-54.8719981328078,santiago,RS
brumadinho,26,35460.0,-20.198222315762948,-44.00961734339785,brumadinho,MG
joacaba,26,89600.0,-27.16882094342798,-51.51882419291629,joacaba,SC
porto ferreira,26,13660.0,-21.858555070695942,-47.48403458197557,porto ferreira,SP
indaial,26,89080.0,-26.905292101127028,-49.24885309562462,indaial,SC
mineiros,25,75830.0,-17.545195576304636,-52.53858860410263,mineiros,GO
santa barbara,25,35960.0,-19.964212954976457,-43.41725182108993,santa barbara,MG
carangola,25,36800.0,-20.73445258960086,-42.03154458299644,carangola,MG
mafra,25,89300.0,-26.11990678126073,-49.803153488260165,mafra,SC
arcos,25,35588.0,-20.2892027953416,-45.54189584918567,arcos,MG
cachoeira paulista,25,12630.0,-22.66402169969416,-45.00665755897629,cachoeira paulista,SP
tramandai,25,95590.0,-30.00253608355953,-50.14516704987192,tramandai,RS
barra do garcas,25,78600.0,-15.877378604324878,-52.23089016541383,barra do garcas,MT
nanuque,25,39860.0,-17.835724850535197,-40.34435355557466,nanuque,MG
campos do jordao,25,12460.0,-22.732323039727124,-45.56427039489908,campos do jordao,SP
aparecida,25,12570.0,-22.851929577501,-45.23031074613782,aparecida,SP
coromandel,25,38550.0,-18.47534184940673,-47.21120486285433,coromandel,MG
rio grande da serra,25,9450.0,-23.7376101268394,-46.39370760421835,rio grande da serra,SP
caceres,25,78200.0,-16.085822367663457,-57.696735618862974,caceres,MT
altamira,25,68375.0,-3.2007514957904664,-52.21982076610539,altamira,PA
cordeiro,24,28540.0,-22.02458009174551,-42.36284244106788,cordeiro,RJ
ilha solteira,24,15385.0,-20.422366149890298,-51.33743860294578,ilha solteira,SP
cravinhos,24,14140.0,-21.33657673516688,-47.74963189171813,cravinhos,SP
cornelio procopio,24,86300.0,-23.179392166202167,-50.63492242974283,cornelio procopio,PR
mairinque,24,18120.0,-23.532772472991248,-47.16937115902071,mairinque,SP
aguas lindas de goias,24,72921.0,-15.724759999999948,-48.32085981499995,aguas lindas de goias,GO
rolandia,24,86604.0,-23.32035841509884,-51.38586195252106,rolandia,PR
gurupi,24,77405.0,-11.730362810200583,-49.07128409392998,gurupi,TO
frutal,24,38200.0,-20.02025438264054,-48.93543951469848,frutal,MG
sapiranga,23,88923.0,-28.899945513324457,-49.54701568750369,sapiranga,SC
jacobina,23,44700.0,-11.1853901569017,-40.52296210476496,jacobina,BA
presidente epitacio,23,19470.0,-21.77289607496572,-52.10945787915076,presidente epitacio,SP
lucas do rio verde,23,78455.0,-13.062794880243286,-55.91547787486076,lucas do rio verde,MT
tangara da serra,23,78300.0,-14.626259297036649,-57.49943277213334,tangara da serra,MT
carazinho,23,99500.0,-28.28944621405989,-52.79412331824494,carazinho,RS
sao gabriel,23,44915.0,-11.229782874725764,-41.87801392498291,sao gabriel,BA
monte carmelo,23,38500.0,-18.723031653585743,-47.48924270150391,monte carmelo,MG
dias d'avila,23,42850.0,-12.612785254478522,-38.30880282506203,dias d'avila,BA
holambra,23,13825.0,-22.61429565168213,-47.06761188787577,holambra,SP
sao fidelis,23,28400.0,-21.642286961806903,-41.73722159732909,sao fidelis,RJ
piedade,22,18170.0,-23.705362945797205,-47.42779076388936,piedade,SP
irati,22,84500.0,-25.46071165130973,-50.63828989673304,irati,PR
aguas de lindoia,22,13940.0,-22.47745636162787,-46.63246689302295,aguas de lindoia,SP
santos dumont,22,36240.0,-21.45569356598085,-43.53820946789981,santos dumont,MG
presidente venceslau,22,19400.0,-21.881549344197197,-51.84621930031394,presidente venceslau,SP
sarandi,22,87111.0,-23.45643088849288,-51.86636940192774,sarandi,PR
salinas,22,39560.0,-16.172478702331222,-42.28912455349682,salinas,MG
castro,22,84172.0,-24.794234999999997,-49.99697099999999,castro,PR
pitangui,22,35650.0,-19.68475338758687,-44.88441675374985,pitangui,MG
parnaiba,22,64218.0,-2.9154275767192086,-41.77509652336472,parnaiba,PI
ibitinga,22,14940.0,-21.7664768468313,-48.83154737836604,ibitinga,SP
marau,22,45520.0,-14.105039296660694,-39.01580595472984,marau,BA
januaria,22,39480.0,-15.485938887533464,-44.36666830665413,januaria,MG
maraba,22,68503.0,-5.368316562823011,-49.1067542993694,maraba,PA
garopaba,22,88495.0,-28.03172040884407,-48.62388672140172,garopaba,SC
biguacu,22,88165.0,-27.471347271855308,-48.66254250683506,biguacu,SC
oliveira,22,35540.0,-20.707432880919285,-44.83297587464295,oliveira,MG
cambui,22,37600.0,-22.61840566392406,-46.05692385089537,cambui,MG
medianeira,21,85884.0,-25.291725444450297,-54.10023587801571,medianeira,PR
aracati,21,62800.0,-4.562180013655128,-37.76662475281954,aracati,CE
cabo de santo agostinho,21,54510.0,-8.279883597553262,-35.02918678434991,cabo de santo agostinho,PE
pinhalzinho,21,12995.0,-22.78314454789037,-46.58949540991712,pinhalzinho,SP
pederneiras,21,17280.0,-22.3308507978399,-48.80069173298912,pederneiras,SP
simoes filho,21,43700.0,-12.804345689918192,-38.39368387855194,simoes filho,BA
guapimirim,21,25940.0,-22.67014224314907,-43.02136608859687,guapimirim,RJ
machado,21,37750.0,-21.680839261430663,-45.923257870066,machado,MG
rancharia,21,19600.0,-22.228424054343822,-50.90428896994729,rancharia,SP
castanhal,21,68743.0,-1.2897567176189837,-47.93390569428949,castanhal,PA
porto feliz,21,18540.0,-23.213642809967485,-47.52204509959029,porto feliz,SP
juquitiba,21,6950.0,-23.931406546387684,-47.07199584429756,juquitiba,SP
vacaria,21,95200.0,-28.517094,-50.92322625,vacaria,RS
brumado,21,46100.0,-14.21009227483139,-41.68123821749442,brumado,BA
taquara,21,95611.0,-29.64387851457095,-50.7801597485429,taquara,RS
icara,21,86744.0,-23.170541928537823,-51.63553997122348,icara,PR
cantagalo,21,28500.0,-21.98155405522284,-42.36163387314294,cantagalo,RJ
vera cruz,21,17560.0,-22.21809435900965,-49.819059875867154,vera cruz,SP
campo belo,21,37270.0,-20.88413821938755,-45.27344068060079,campo belo,MG
piracaia,21,12970.0,-23.05588544094924,-46.35910657270963,piracaia,SP
candeias,21,37280.0,-20.777306675153508,-45.27767149597212,candeias,MG
ibiruba,20,98200.0,-28.628059515702446,-53.0840410557494,ibiruba,RS
timbo,20,89120.0,-26.83365489702238,-49.26170944102369,timbo,SC
curitibanos,20,89520.0,-27.288614821408185,-50.57696646191445,curitibanos,SC
monte siao,20,37580.0,-22.42880507067007,-46.569550269431765,monte siao,MG
casimiro de abreu,20,28860.0,-22.49029494139157,-42.20048481554468,casimiro de abreu,RJ
paraguacu paulista,20,19700.0,-22.430861482369068,-50.57420394458222,paraguacu paulista,SP
cachoeiras de macacu,20,28680.0,-22.46501185656128,-42.657960353794586,cachoeiras de macacu,RJ
sao manuel,20,18650.0,-22.727403202155887,-48.60008416203543,sao manuel,SP
santo antonio de posse,20,13830.0,-22.607003040200272,-46.91414970477579,santo antonio de posse,SP
sao gotardo,20,38800.0,-19.31131669583315,-46.04702655279023,sao gotardo,MG
estancia velha,20,93608.0,-29.66684200084112,-51.15445514217226,estancia velha,RS
braco do norte,20,88750.0,-28.27354928978744,-49.16896410025293,braco do norte,SC
bom jesus do itabapoana,20,28360.0,-21.14043400563716,-41.67990945229968,bom jesus do itabapoana,RJ
sorriso,20,78890.0,-12.541158611169966,-55.74314547712085,sorriso,MT
boa esperanca,20,28810.0,-22.756799053074296,-42.54822033006213,boa esperanca,RJ
claudio,20,35530.0,-20.43773362250285,-44.75914024487753,claudio,MG
santana do livramento,20,97576.0,-30.888468385183245,-55.512956236883575,santana do livramento,RS
tambau,19,13710.0,-21.716754014169144,-47.27203933359484,tambau,SP
conchal,19,13835.0,-22.338621,-47.17603125,conchal,SP
laranjeiras do sul,19,85301.0,-25.40409493828745,-52.41326011568435,laranjeiras do sul,PR
nova venecia,19,29830.0,-18.716793326809164,-40.39796908496742,nova venecia,ES
tres pontas,19,37190.0,-21.37265818200068,-45.51500579722833,tres pontas,MG
palmital,19,19970.0,-22.79140099101727,-50.21666128486411,palmital,SP
espera feliz,19,36830.0,-20.65316386803938,-41.9094457747299,espera feliz,MG
cafelandia,19,16500.0,-21.808017,-49.62064949999999,cafelandia,SP
iguaba grande,19,28960.0,-22.83608374688867,-42.22525826231049,iguaba grande,RJ
monte azul paulista,19,14730.0,-20.90967045175292,-48.63424472737879,monte azul paulista,SP
socorro,19,13960.0,-22.59496246184797,-46.521509282521215,socorro,SP
carlos barbosa,19,95185.0,-29.291861569560297,-51.51138872368569,carlos barbosa,RS
nova granada,19,15440.0,-20.532856738710503,-49.32242325049869,nova granada,SP
capelinha,19,39680.0,-17.699026897975102,-42.50900651446246,capelinha,MG
jacutinga,19,37590.0,-22.28444973167148,-46.613499420805184,jacutinga,MG
paraty,19,23970.0,-23.222391006473693,-44.71572883017043,paraty,RJ
bonfim paulista,18,14110.0,-21.185944576067463,-47.81498292186677,bonfim paulista,SP
veranopolis,18,95330.0,-28.931645341575383,-51.54539483663785,veranopolis,RS
cruz das almas,18,44380.0,-12.655868277332464,-39.10044839031422,cruz das almas,BA
bambui,18,38900.0,-20.0077335,-45.9787545,bambui,MG
sao borja,18,97670.0,-28.64811643932405,-56.01059894796059,sao borja,RS
iracemapolis,18,13495.0,-22.581664858953943,-47.50755435612405,iracemapolis,SP
ponta pora,18,79904.0,-22.52284115993474,-55.711830616350696,ponta pora,MS
cerqueira cesar,18,18760.0,-23.037596029379426,-49.163361189515406,cerqueira cesar,SP
senhor do bonfim,18,48970.0,-10.466645277324735,-40.1859028071156,senhor do bonfim,BA
barrinha,18,14860.0,-21.182360068257925,-48.15822670677218,barrinha,SP
floriano,18,64806.0,-6.782159294136806,-43.02021760889799,floriano,PI
guararapes,18,16700.0,-21.26775382757054,-50.65068760289638,guararapes,SP
barao de cocais,18,35970.0,-19.932704332340645,-43.48527861588372,barao de cocais,MG
agua boa,18,39790.0,-17.993693844419166,-42.38676370524664,agua boa,MG
pereira barreto,18,15370.0,-20.643342869769413,-51.109313177786085,pereira barreto,SP
visconde do rio branco,18,36520.0,-21.00842860029707,-42.83922849851464,visconde do rio branco,MG
paraiba do sul,18,25850.0,-22.15235907980679,-43.2855197300483,paraiba do sul,RJ
jarinu,18,13240.0,-23.087824894141608,-46.71345491227471,jarinu,SP
itapetinga,18,45700.0,-15.257043246448555,-40.24755211052718,itapetinga,BA
viradouro,18,14740.0,-20.87672840914925,-48.29557204915602,viradouro,SP
mandaguari,18,86975.0,-23.50634532242993,-51.696090205659,mandaguari,PR
sarzedo,18,32450.0,-20.042973537462803,-44.14431790817472,sarzedo,MG
ararangua,18,88901.0,-28.940918963179666,-49.49582082677826,ararangua,SC
castelo,18,29360.0,-20.6037876686058,-41.20250386339666,castelo,ES
guanhaes,18,39740.0,-18.78496774943796,-42.944086961896645,guanhaes,MG
morrinhos,18,62550.0,-3.2271299179057897,-40.12524062498003,morrinhos,CE
quatro barras,18,83420.0,-25.37399580758828,-49.05631218713979,quatro barras,PR
crato,18,63107.0,-7.245726014175345,-39.42611093441401,crato,CE
guapore,18,99200.0,-28.845137218176877,-51.899509317182144,guapore,RS
ipero,18,18560.0,-23.349348917186383,-47.68252309658891,ipero,SP
espirito santo do pinhal,18,13990.0,-22.18081673466526,-46.75045932004407,espirito santo do pinhal,SP
sao francisco,18,15710.0,-20.35937126984227,-50.69750216484668,sao francisco,SP
santa rita do passa quatro,18,13670.0,-21.69177606516385,-47.47882812541438,santa rita do passa quatro,SP
paragominas,18,68628.0,-2.9871835529890944,-47.35353570314082,paragominas,PA
itatiaia,18,27580.0,-22.498292896770568,-44.60024523254695,itatiaia,RJ
balsas,17,65800.0,-7.511492507642972,-46.04703653821487,balsas,MA
bom jesus dos perdoes,17,12955.0,-23.115438,-46.48591350000001,bom jesus dos perdoes,SP
torres,17,95560.0,-29.333594390939208,-49.73818879957859,torres,RS
picos,17,64601.0,-7.076763985255019,-41.4721359549773,picos,PI
santo antonio da patrulha,17,95500.0,-29.8278405,-50.5234755,santo antonio da patrulha,RS
alegre,17,29500.0,-20.75885563513341,-41.53546035543065,alegre,ES
goianesia,17,76387.0,-15.305538677614663,-49.126376720982186,goianesia,GO
juina,17,78320.0,-11.418759603270525,-58.77167173409165,juina,MT
bonito,17,46820.0,-11.97235583122826,-41.26406952264281,bonito,BA
piraju,17,18800.0,-23.200603133077674,-49.38191047731838,piraju,SP
americo brasiliense,17,14820.0,-21.73266611611225,-48.111971166222745,americo brasiliense,SP
